layer,shard,amax_act,amax_wgt,amax_act_last,scale_act,scale_fwd_med,iter
self_attention.linear_proj,30,97.5,0.628906,0,4.59487,4.59487,56000
self_attention.linear_qkv,30,43.3492,0.390625,0,10.3347,10.3347,56000
mlp.linear_fc1,30,17.1558,0.488281,0,26.1137,26.1137,56000
mlp.linear_fc2,30,1856,1.75,0,0.241379,1,56000
self_attention.linear_proj,31,82.5,0.621094,0,5.4303,5.4303,56000
self_attention.linear_qkv,31,37.6562,0.443359,0,11.8971,11.8971,56000
mlp.linear_fc1,31,17.8206,0.408203,0,25.1395,25.1395,56000
mlp.linear_fc2,31,2624,2.10938,0,0.170732,1,56000
self_attention.linear_proj,32,96,0.53125,0,4.66667,4.66667,56000
self_attention.linear_qkv,32,39.9419,0.441406,0,11.2163,11.2163,56000
mlp.linear_fc1,32,19.2787,0.5,0,23.238,23.238,56000
mlp.linear_fc2,32,2512,1.625,0,0.178344,1,56000
self_attention.linear_proj,45,84,0.419922,0,5.33333,5.33333,56000
self_attention.linear_qkv,45,30.8376,0.28125,0,14.5277,14.5277,56000
mlp.linear_fc1,45,32.5741,0.527344,0,13.7532,13.7532,56000
mlp.linear_fc2,45,2592,1.09375,0,0.17284,1,56000
self_attention.linear_proj,46,91,0.398438,0,4.92308,4.92308,56000
self_attention.linear_qkv,46,32.0961,0.304688,0,13.9581,13.9581,56000
mlp.linear_fc1,46,31.5931,0.605469,0,14.1803,14.1803,56000
mlp.linear_fc2,46,3840,1.17969,0,0.116667,1,56000
self_attention.linear_proj,47,94.5,0.554688,0,4.74074,4.74074,56000
self_attention.linear_qkv,47,36.8419,0.285156,0,12.1601,12.1601,56000
mlp.linear_fc1,47,32.5097,0.730469,0,13.7805,13.7805,56000
mlp.linear_fc2,47,3456,1.77344,0,0.12963,1,56000
self_attention.linear_proj,48,104.5,0.417969,0,4.28708,4.28708,56000
self_attention.linear_qkv,48,37.6823,0.376953,0,11.8889,11.8889,56000
mlp.linear_fc1,48,31.6844,0.757812,0,14.1395,14.1395,56000
mlp.linear_fc2,48,3952,0.855469,0,0.11336,1,56000
self_attention.linear_proj,61,100,0.492188,0,4.48,4.48,56000
self_attention.linear_qkv,61,58.9709,0.302734,0,7.59697,7.59697,56000
mlp.linear_fc1,61,60.903,0.558594,0,7.35596,7.35596,56000
mlp.linear_fc2,61,29312,2.40625,0,0.0152838,1,56000
self_attention.linear_proj,62,140,0.65625,0,3.2,3.2,56000
self_attention.linear_qkv,62,64.3635,0.470703,0,6.96046,6.96046,56000
mlp.linear_fc1,62,71.5259,0.449219,0,6.26346,6.26346,56000
mlp.linear_fc2,62,66560,2.03125,0,0.00673077,1,56000
self_attention.linear_proj,63,62.75,0.589844,0,7.13944,7.13944,56000
self_attention.linear_qkv,63,66.204,0.233398,0,6.76696,6.76696,56000
mlp.linear_fc1,63,81.3853,0.882812,0,5.50468,5.50468,56000
mlp.linear_fc2,63,1.68755e+06,1.70312,0,0.000265473,1,56000
self_attention.linear_proj,0,5,1.89062,0,89.6,89.6,57940
self_attention.linear_qkv,0,5.5422,0.353516,0,80.8343,80.8343,57940
mlp.linear_fc1,0,4.6413,0.761719,0,96.5246,96.5246,57940
mlp.linear_fc2,0,2880,2.32812,0,0.155556,1,57940
self_attention.linear_proj,1,9.5,2.84375,0,47.1579,47.1579,57940
self_attention.linear_qkv,1,9.69652,0.515625,0,46.2021,46.2021,57940
mlp.linear_fc1,1,7.33847,0.964844,0,61.0482,61.0482,57940
mlp.linear_fc2,1,64256,3.46875,0,0.00697211,1,57940
self_attention.linear_proj,2,13.25,3.03125,0,33.8113,33.8113,57940
self_attention.linear_qkv,2,10.6305,0.667969,0,42.1431,42.1431,57940
mlp.linear_fc1,2,15.948,0.984375,0,28.0913,28.0913,57940
mlp.linear_fc2,2,5920,2.375,0,0.0756757,1,57940
self_attention.linear_proj,3,15.375,3.3125,0,29.1382,29.1382,57940
self_attention.linear_qkv,3,16.2673,0.71875,0,27.5399,27.5399,57940
mlp.linear_fc1,3,13.8275,1.14844,0,32.3991,32.3991,57940
mlp.linear_fc2,3,7520,1.63281,0,0.0595745,1,57940
self_attention.linear_proj,4,18.375,3.51562,0,24.381,24.381,57940
self_attention.linear_qkv,4,16.6727,0.558594,0,26.8702,26.8702,57940
mlp.linear_fc1,4,14.8473,1.05469,0,30.1739,30.1739,57940
mlp.linear_fc2,4,4896,2.23438,0,0.0915033,1,57940
self_attention.linear_proj,17,39.5,1.875,0,11.3418,11.3418,57940
self_attention.linear_qkv,17,50.158,0.429688,0,8.93178,8.93178,57940
mlp.linear_fc1,17,10.2838,0.441406,0,43.5638,43.5638,57940
mlp.linear_fc2,17,1032,2,0,0.434109,1,57940
self_attention.linear_proj,18,42,1.9375,0,10.6667,10.6667,57940
self_attention.linear_qkv,18,45.4683,0.371094,0,9.85303,9.85303,57940
mlp.linear_fc1,18,11.6974,0.644531,0,38.2992,38.2992,57940
mlp.linear_fc2,18,732,1.45312,0,0.612022,1,57940
self_attention.linear_proj,19,37.5,1,0,11.9467,11.9467,57940
self_attention.linear_qkv,19,47.9234,0.539062,0,9.34826,9.34826,57940
mlp.linear_fc1,19,13.6544,0.699219,0,32.8099,32.8099,57940
mlp.linear_fc2,19,1856,1.64844,0,0.241379,1,57940
self_attention.linear_proj,20,69.5,1.32812,0,6.44604,6.44604,57940
self_attention.linear_qkv,20,45.1364,0.388672,0,9.92547,9.92547,57940
mlp.linear_fc1,20,15.3396,0.589844,0,29.2054,29.2054,57940
mlp.linear_fc2,20,688,1.54688,0,0.651163,1,57940
self_attention.linear_proj,33,98.5,0.566406,0,4.54822,4.54822,57940
self_attention.linear_qkv,33,35.2774,0.462891,0,12.6994,12.6994,57940
mlp.linear_fc1,33,26.4267,0.470703,0,16.9525,16.9525,57940
mlp.linear_fc2,33,2640,1.82031,0,0.169697,1,57940
self_attention.linear_proj,34,126,0.519531,0,3.55556,3.55556,57940
self_attention.linear_qkv,34,40.9541,0.376953,0,10.9391,10.9391,57940
mlp.linear_fc1,34,30.5379,0.408203,0,14.6703,14.6703,57940
mlp.linear_fc2,34,2544,1.26562,0,0.176101,1,57940
self_attention.linear_proj,35,110,0.734375,0,4.07273,4.07273,57940
self_attention.linear_qkv,35,42.4423,0.414062,0,10.5555,10.5555,57940
mlp.linear_fc1,35,35.5209,0.433594,0,12.6123,12.6123,57940
mlp.linear_fc2,35,2880,1.76562,0,0.155556,1,57940
self_attention.linear_proj,36,78,0.527344,0,5.74359,5.74359,57940
self_attention.linear_qkv,36,29.6105,0.357422,0,15.1298,15.1298,57940
mlp.linear_fc1,36,41.0771,0.542969,0,10.9063,10.9063,57940
mlp.linear_fc2,36,2448,2.09375,0,0.183007,1,57940
self_attention.linear_proj,49,90.5,0.566406,0,4.95028,4.95028,57940
self_attention.linear_qkv,49,45.9969,0.318359,0,9.73978,9.73978,57940
mlp.linear_fc1,49,41.7149,0.527344,0,10.7396,10.7396,57940
mlp.linear_fc2,49,4800,0.886719,0,0.0933333,1,57940
self_attention.linear_proj,50,92,0.867188,0,4.86957,4.86957,57940
self_attention.linear_qkv,50,43.456,0.419922,0,10.3093,10.3093,57940
mlp.linear_fc1,50,41.8528,0.734375,0,10.7042,10.7042,57940
mlp.linear_fc2,50,6144,0.871094,0,0.0729167,1,57940
self_attention.linear_proj,51,84,0.355469,0,5.33333,5.33333,57940
self_attention.linear_qkv,51,42.5145,0.308594,0,10.5376,10.5376,57940
mlp.linear_fc1,51,41.8243,0.453125,0,10.7115,10.7115,57940
mlp.linear_fc2,51,6656,1.14062,0,0.0673077,1,57940
self_attention.linear_proj,52,94,0.875,0,4.76596,4.76596,57940
self_attention.linear_qkv,52,45.3272,0.361328,0,9.8837,9.8837,57940
mlp.linear_fc1,52,42.1267,0.761719,0,10.6346,10.6346,57940
mlp.linear_fc2,52,5376,1.07812,0,0.0833333,1,57940
self_attention.linear_proj,5,33.25,2.95312,0,13.4737,13.4737,57940
self_attention.linear_qkv,5,19.4181,0.734375,0,23.0712,23.0712,57940
mlp.linear_fc1,5,20.4531,0.921875,0,21.9038,21.9038,57940
mlp.linear_fc2,5,5536,4.0625,0,0.0809249,1,57940
self_attention.linear_proj,6,35.75,1.60156,0,12.5315,12.5315,57940
self_attention.linear_qkv,6,21.4829,0.492188,0,20.8538,20.8538,57940
mlp.linear_fc1,6,9.60904,1.03906,0,46.6228,46.6228,57940
mlp.linear_fc2,6,1304,1.9375,0,0.343558,1,57940
self_attention.linear_proj,7,33.25,2.17188,0,13.4737,13.4737,57940
self_attention.linear_qkv,7,20.6808,0.490234,0,21.6626,21.6626,57940
mlp.linear_fc1,7,8.8113,0.664062,0,50.8438,50.8438,57940
mlp.linear_fc2,7,772,2.5,0,0.580311,1,57940
self_attention.linear_proj,8,26.5,1.45312,0,16.9057,16.9057,57940
self_attention.linear_qkv,8,14.9744,0.542969,0,29.9178,29.9178,57940
mlp.linear_fc1,8,8.63328,0.628906,0,51.8922,51.8922,57940
mlp.linear_fc2,8,3376,2.64062,0,0.132701,1,57940
self_attention.linear_proj,21,47.5,1.52344,0,9.43158,9.43158,57940
self_attention.linear_qkv,21,49.2351,0.394531,0,9.0992,9.0992,57940
mlp.linear_fc1,21,15.695,0.582031,0,28.5441,28.5441,57940
mlp.linear_fc2,21,1112,1.95312,0,0.402878,1,57940
self_attention.linear_proj,22,76,1.23438,0,5.89474,5.89474,57940
self_attention.linear_qkv,22,53.6095,0.480469,0,8.35673,8.35673,57940
mlp.linear_fc1,22,13.5506,0.476562,0,33.0613,33.0613,57940
mlp.linear_fc2,22,928,1.33594,0,0.482759,1,57940
self_attention.linear_proj,23,69.5,1.42969,0,6.44604,6.44604,57940
self_attention.linear_qkv,23,51.0981,0.507812,0,8.76746,8.76746,57940
mlp.linear_fc1,23,15.4279,0.515625,0,29.0383,29.0383,57940
mlp.linear_fc2,23,1592,2.125,0,0.281407,1,57940
self_attention.linear_proj,24,73.5,0.578125,0,6.09524,6.09524,57940
self_attention.linear_qkv,24,48.8526,0.498047,0,9.17045,9.17045,57940
mlp.linear_fc1,24,15.4198,0.851562,0,29.0536,29.0536,57940
mlp.linear_fc2,24,1896,1.22656,0,0.236287,1,57940
self_attention.linear_proj,37,47,0.757812,0,9.53191,9.53191,57940
self_attention.linear_qkv,37,22.6876,0.273438,0,19.7465,19.7465,57940
mlp.linear_fc1,37,36.9924,0.519531,0,12.1106,12.1106,57940
mlp.linear_fc2,37,2800,1.60156,0,0.16,1,57940
self_attention.linear_proj,38,70.5,0.746094,0,6.35461,6.35461,57940
self_attention.linear_qkv,38,33.8492,0.322266,0,13.2352,13.2352,57940
mlp.linear_fc1,38,35.5728,0.453125,0,12.5939,12.5939,57940
mlp.linear_fc2,38,3168,2.28125,0,0.141414,1,57940
self_attention.linear_proj,39,60.5,0.886719,0,7.40496,7.40496,57940
self_attention.linear_qkv,39,25.7822,0.298828,0,17.3763,17.3763,57940
mlp.linear_fc1,39,34.3227,0.566406,0,13.0526,13.0526,57940
mlp.linear_fc2,39,2512,1.125,0,0.178344,1,57940
self_attention.linear_proj,40,87.5,0.660156,0,5.12,5.12,57940
self_attention.linear_qkv,40,26.2098,0.314453,0,17.0929,17.0929,57940
mlp.linear_fc1,40,35.0333,0.558594,0,12.7878,12.7878,57940
mlp.linear_fc2,40,2576,1.45312,0,0.173913,1,57940
self_attention.linear_proj,53,99.5,0.484375,0,4.50251,4.50251,57940
self_attention.linear_qkv,53,48.6285,0.333984,0,9.21271,9.21271,57940
mlp.linear_fc1,53,42.0607,0.683594,0,10.6513,10.6513,57940
mlp.linear_fc2,53,8832,1.28125,0,0.0507246,1,57940
self_attention.linear_proj,54,104,0.851562,0,4.30769,4.30769,57940
self_attention.linear_qkv,54,46.0623,0.294922,0,9.72596,9.72596,57940
mlp.linear_fc1,54,42.5179,0.792969,0,10.5367,10.5367,57940
mlp.linear_fc2,54,7680,1.32812,0,0.0583333,1,57940
self_attention.linear_proj,55,101,0.847656,0,4.43564,4.43564,57940
self_attention.linear_qkv,55,53.385,0.318359,0,8.39187,8.39187,57940
mlp.linear_fc1,55,42.9581,0.664062,0,10.4288,10.4288,57940
mlp.linear_fc2,55,6272,1.07031,0,0.0714286,1,57940
self_attention.linear_proj,56,97,0.941406,0,4.61856,4.61856,57940
self_attention.linear_qkv,56,53.6159,0.472656,0,8.35573,8.35573,57940
mlp.linear_fc1,56,44.6662,0.769531,0,10.03,10.03,57940
mlp.linear_fc2,56,8128,1.25781,0,0.0551181,1,57940
self_attention.linear_proj,9,24.875,3.79688,0,18.01,18.01,57940
self_attention.linear_qkv,9,16.6214,0.535156,0,26.9532,26.9532,57940
mlp.linear_fc1,9,13.1802,0.773438,0,33.9903,33.9903,57940
mlp.linear_fc2,9,3392,3.17188,0,0.132075,1,57940
self_attention.linear_proj,10,46.75,1.78125,0,9.58289,9.58289,57940
self_attention.linear_qkv,10,18.0789,0.443359,0,24.7803,24.7803,57940
mlp.linear_fc1,10,16.3244,0.542969,0,27.4436,27.4436,57940
mlp.linear_fc2,10,1632,3.10938,0,0.27451,1,57940
self_attention.linear_proj,11,23.75,2.67188,0,18.8632,18.8632,57940
self_attention.linear_qkv,11,22.3459,0.478516,0,20.0484,20.0484,57940
mlp.linear_fc1,11,13.9979,0.621094,0,32.0047,32.0047,57940
mlp.linear_fc2,11,864,2.60938,0,0.518519,1,57940
self_attention.linear_proj,12,30.75,1.3125,0,14.5691,14.5691,57940
self_attention.linear_qkv,12,19.9823,0.507812,0,22.4199,22.4199,57940
mlp.linear_fc1,12,12.9269,0.498047,0,34.6564,34.6564,57940
mlp.linear_fc2,12,812,2.29688,0,0.551724,1,57940
self_attention.linear_proj,25,60,0.65625,0,7.46667,7.46667,57940
self_attention.linear_qkv,25,35.9297,0.410156,0,12.4688,12.4688,57940
mlp.linear_fc1,25,16.8443,0.4375,0,26.5965,26.5965,57940
mlp.linear_fc2,25,1424,1.77344,0,0.314607,1,57940
self_attention.linear_proj,26,67.5,0.746094,0,6.63704,6.63704,57940
self_attention.linear_qkv,26,41.0423,0.4375,0,10.9156,10.9156,57940
mlp.linear_fc1,26,17.9182,0.515625,0,25.0025,25.0025,57940
mlp.linear_fc2,26,1832,1.67188,0,0.244541,1,57940
self_attention.linear_proj,27,105.5,0.503906,0,4.24645,4.24645,57940
self_attention.linear_qkv,27,42.8026,0.417969,0,10.4667,10.4667,57940
mlp.linear_fc1,27,18.0096,0.582031,0,24.8756,24.8756,57940
mlp.linear_fc2,27,2096,1.65625,0,0.21374,1,57940
self_attention.linear_proj,28,84,0.570312,0,5.33333,5.33333,57940
self_attention.linear_qkv,28,34.6999,0.535156,0,12.9107,12.9107,57940
mlp.linear_fc1,28,19.6138,0.478516,0,22.8411,22.8411,57940
mlp.linear_fc2,28,2144,1.91406,0,0.208955,1,57940
self_attention.linear_proj,41,53,0.412109,0,8.45283,8.45283,57940
self_attention.linear_qkv,41,24.123,0.269531,0,18.5715,18.5715,57940
mlp.linear_fc1,41,36.4581,0.640625,0,12.2881,12.2881,57940
mlp.linear_fc2,41,3792,0.824219,0,0.118143,1,57940
self_attention.linear_proj,42,55.5,0.4375,0,8.07207,8.07207,57940
self_attention.linear_qkv,42,23.4302,0.25,0,19.1206,19.1206,57940
mlp.linear_fc1,42,37.1647,0.482422,0,12.0545,12.0545,57940
mlp.linear_fc2,42,3184,1.96094,0,0.140704,1,57940
self_attention.linear_proj,43,70.5,0.59375,0,6.35461,6.35461,57940
self_attention.linear_qkv,43,26.7819,0.243164,0,16.7277,16.7277,57940
mlp.linear_fc1,43,37.3343,0.601562,0,11.9997,11.9997,57940
mlp.linear_fc2,43,2864,1.76562,0,0.156425,1,57940
self_attention.linear_proj,44,59.5,0.369141,0,7.52941,7.52941,57940
self_attention.linear_qkv,44,26.227,0.265625,0,17.0816,17.0816,57940
mlp.linear_fc1,44,37.1603,0.539062,0,12.0559,12.0559,57940
mlp.linear_fc2,44,3184,1.89062,0,0.140704,1,57940
self_attention.linear_proj,57,93.5,0.722656,0,4.79144,4.79144,57940
self_attention.linear_qkv,57,55.7661,0.320312,0,8.03355,8.03355,57940
mlp.linear_fc1,57,47.596,0.640625,0,9.41256,9.41256,57940
mlp.linear_fc2,57,8192,1.25781,0,0.0546875,1,57940
self_attention.linear_proj,58,114.5,0.617188,0,3.91266,3.91266,57940
self_attention.linear_qkv,58,58.4723,0.271484,0,7.66175,7.66175,57940
mlp.linear_fc1,58,50.789,0.75,0,8.8208,8.8208,57940
mlp.linear_fc2,58,10816,1.88281,0,0.0414201,1,57940
self_attention.linear_proj,59,87.5,0.515625,0,5.12,5.12,57940
self_attention.linear_qkv,59,54.4851,0.322266,0,8.22243,8.22243,57940
mlp.linear_fc1,59,52.8932,0.652344,0,8.4699,8.4699,57940
mlp.linear_fc2,59,7840,1.45312,0,0.0571429,1,57940
self_attention.linear_proj,60,200,0.5625,0,2.24,2.24,57940
self_attention.linear_qkv,60,50.0324,0.367188,0,8.95419,8.95419,57940
mlp.linear_fc1,60,54.7018,0.625,0,8.18986,8.18986,57940
mlp.linear_fc2,60,8576,1.28906,0,0.0522388,1,57940
self_attention.linear_proj,13,58.5,1.42188,0,7.65812,7.65812,57940
self_attention.linear_qkv,13,22.7494,0.488281,0,19.6928,19.6928,57940
mlp.linear_fc1,13,11.0786,0.621094,0,40.4385,40.4385,57940
mlp.linear_fc2,13,544,2.34375,0,0.823529,1,57940
self_attention.linear_proj,14,25.625,2.23438,0,17.4829,17.4829,57940
self_attention.linear_qkv,14,26.2275,0.550781,0,17.0813,17.0813,57940
mlp.linear_fc1,14,9.32161,0.507812,0,48.0604,48.0604,57940
mlp.linear_fc2,14,708,1.54688,0,0.632768,1,57940
self_attention.linear_proj,15,28.75,1.27344,0,15.5826,15.5826,57940
self_attention.linear_qkv,15,34.0815,0.46875,0,13.145,13.145,57940
mlp.linear_fc1,15,8.40915,0.558594,0,53.2753,53.2753,57940
mlp.linear_fc2,15,836,2.03125,0,0.535885,1,57940
self_attention.linear_proj,16,30.375,2.03125,0,14.749,14.749,57940
self_attention.linear_qkv,16,41.9224,0.478516,0,10.6864,10.6864,57940
mlp.linear_fc1,16,9.22309,0.570312,0,48.5737,48.5737,57940
mlp.linear_fc2,16,760,1.75,0,0.589474,1,57940
self_attention.linear_proj,29,94,0.625,0,4.76596,4.76596,57940
self_attention.linear_qkv,29,33.5031,0.523438,0,13.3719,13.3719,57940
mlp.linear_fc1,29,21.1359,0.546875,0,21.1962,21.1962,57940
mlp.linear_fc2,29,2256,1.52344,0,0.198582,1,57940
self_attention.linear_proj,30,103,0.632812,0,4.34951,4.34951,57940
self_attention.linear_qkv,30,43.2261,0.408203,0,10.3641,10.3641,57940
mlp.linear_fc1,30,23.2007,0.503906,0,19.3098,19.3098,57940
mlp.linear_fc2,30,1864,1.77344,0,0.240343,1,57940
self_attention.linear_proj,31,85,0.632812,0,5.27059,5.27059,57940
self_attention.linear_qkv,31,37.6088,0.455078,0,11.9121,11.9121,57940
mlp.linear_fc1,31,24.1014,0.412109,0,18.5882,18.5882,57940
mlp.linear_fc2,31,2992,2.15625,0,0.149733,1,57940
self_attention.linear_proj,32,93.5,0.535156,0,4.79144,4.79144,57940
self_attention.linear_qkv,32,40.1953,0.460938,0,11.1456,11.1456,57940
mlp.linear_fc1,32,25.8909,0.523438,0,17.3034,17.3034,57940
mlp.linear_fc2,32,2432,1.64062,0,0.184211,1,57940
self_attention.linear_proj,45,87.5,0.4375,0,5.12,5.12,57940
self_attention.linear_qkv,45,30.9726,0.291016,0,14.4644,14.4644,57940
mlp.linear_fc1,45,39.6552,0.53125,0,11.2974,11.2974,57940
mlp.linear_fc2,45,2544,1.13281,0,0.176101,1,57940
self_attention.linear_proj,46,91,0.398438,0,4.92308,4.92308,57940
self_attention.linear_qkv,46,37.8558,0.310547,0,11.8344,11.8344,57940
mlp.linear_fc1,46,38.9242,0.605469,0,11.5096,11.5096,57940
mlp.linear_fc2,46,3616,1.20312,0,0.123894,1,57940
self_attention.linear_proj,47,91.5,0.578125,0,4.89617,4.89617,57940
self_attention.linear_qkv,47,37.1138,0.296875,0,12.071,12.071,57940
mlp.linear_fc1,47,40.8687,0.738281,0,10.9619,10.9619,57940
mlp.linear_fc2,47,3936,1.80469,0,0.113821,1,57940
self_attention.linear_proj,48,109.5,0.447266,0,4.09132,4.09132,57940
self_attention.linear_qkv,48,45.1283,0.394531,0,9.92725,9.92725,57940
mlp.linear_fc1,48,40.6663,0.785156,0,11.0165,11.0165,57940
mlp.linear_fc2,48,3728,0.882812,0,0.120172,1,57940
self_attention.linear_proj,61,101,0.492188,0,4.43564,4.43564,57940
self_attention.linear_qkv,61,58.7784,0.294922,0,7.62184,7.62184,57940
mlp.linear_fc1,61,60.8007,0.546875,0,7.36833,7.36833,57940
mlp.linear_fc2,61,40192,2.4375,0,0.0111465,1,57940
self_attention.linear_proj,62,139,0.660156,0,3.22302,3.22302,57940
self_attention.linear_qkv,62,65.6324,0.472656,0,6.8259,6.8259,57940
mlp.linear_fc1,62,72.1331,0.474609,0,6.21074,6.21074,57940
mlp.linear_fc2,62,55552,2.0625,0,0.00806452,1,57940
self_attention.linear_proj,63,62.75,0.605469,0,7.13944,7.13944,57940
self_attention.linear_qkv,63,67.3162,0.234375,0,6.65516,6.65516,57940
mlp.linear_fc1,63,80.8758,0.90625,0,5.53936,5.53936,57940
mlp.linear_fc2,63,1.14688e+06,1.67188,0,0.000390625,1,57940
self_attention.linear_proj,0,4.75,1.95312,3.28125,94.3158,94.3158,60000
self_attention.linear_qkv,0,5.16247,0.355469,5.16129,86.7802,86.7802,60000
mlp.linear_fc1,0,4.48522,0.777344,2.2046,99.8836,99.8836,60000
mlp.linear_fc2,0,1352,2.375,64,0.331361,1,60000
self_attention.linear_proj,1,7.84375,2.89062,3.35938,57.1155,57.1155,60000
self_attention.linear_qkv,1,10.4127,0.527344,4.7172,43.0246,43.0246,60000
mlp.linear_fc1,1,8.45463,0.984375,4.02836,52.9887,52.9887,60000
mlp.linear_fc2,1,104960,3.57812,4016,0.00426829,1,60000
self_attention.linear_proj,2,9.9375,3.07812,4.1875,45.0818,45.0818,60000
self_attention.linear_qkv,2,11.3656,0.691406,4.37028,39.4173,39.4173,60000
mlp.linear_fc1,2,17.4014,1,7.03331,25.745,25.745,60000
mlp.linear_fc2,2,644,2.42188,92,0.695652,1,60000
self_attention.linear_proj,3,14.3125,3.39062,5.75,31.3013,31.3013,60000
self_attention.linear_qkv,3,17.8646,0.742188,9.00052,25.0775,25.0775,60000
mlp.linear_fc1,3,15.8304,1.17188,6.08127,28.3,28.3,60000
mlp.linear_fc2,3,1512,1.65625,121.5,0.296296,1,60000
self_attention.linear_proj,4,17.5,3.57812,12.1875,25.6,25.6,60000
self_attention.linear_qkv,4,16.0805,0.574219,10.8865,27.8599,27.8599,60000
mlp.linear_fc1,4,17.1437,1.09375,6.52958,26.1321,26.1321,60000
mlp.linear_fc2,4,996,2.28125,136,0.449799,1,60000
self_attention.linear_proj,17,40.5,1.9375,23,11.0617,11.0617,60000
self_attention.linear_qkv,17,49.8778,0.433594,49.7445,8.98196,8.98196,60000
mlp.linear_fc1,17,6.71833,0.447266,5.07009,66.6833,66.6833,60000
mlp.linear_fc2,17,1000,2.0625,320,0.448,1,60000
self_attention.linear_proj,18,55.5,1.97656,19.75,8.07207,8.07207,60000
self_attention.linear_qkv,18,45.2428,0.384766,45.0737,9.90213,9.90213,60000
mlp.linear_fc1,18,7.73023,0.652344,5.78023,57.9543,57.9543,60000
mlp.linear_fc2,18,676,1.46875,240,0.662722,1,60000
self_attention.linear_proj,19,36.75,1.03906,28.875,12.1905,12.1905,60000
self_attention.linear_qkv,19,47.9646,0.546875,47.8084,9.34021,9.34021,60000
mlp.linear_fc1,19,8.86138,0.714844,6.4178,50.5564,50.5564,60000
mlp.linear_fc2,19,1896,1.67969,468,0.236287,1,60000
self_attention.linear_proj,20,55.75,1.36719,29.75,8.03587,8.03587,60000
self_attention.linear_qkv,20,45.1373,0.396484,45.0478,9.92527,9.92527,60000
mlp.linear_fc1,20,10.1108,0.605469,7.03555,44.3091,44.3091,60000
mlp.linear_fc2,20,856,1.625,402,0.523364,1,60000
self_attention.linear_proj,33,93.5,0.574219,42.5,4.79144,4.79144,60000
self_attention.linear_qkv,33,35.2527,0.480469,35.1939,12.7083,12.7083,60000
mlp.linear_fc1,33,18.6618,0.474609,7.39478,24.0063,24.0063,60000
mlp.linear_fc2,33,2816,1.85156,1320,0.159091,1,60000
self_attention.linear_proj,34,129,0.523438,89.5,3.47287,3.47287,60000
self_attention.linear_qkv,34,41.2112,0.394531,40.8747,10.8708,10.8708,60000
mlp.linear_fc1,34,21.6107,0.408203,9.30453,20.7305,20.7305,60000
mlp.linear_fc2,34,2624,1.28906,1160,0.170732,1,60000
self_attention.linear_proj,35,114.5,0.75,86,3.91266,3.91266,60000
self_attention.linear_qkv,35,42.4318,0.433594,42.376,10.5581,10.5581,60000
mlp.linear_fc1,35,25.9377,0.435547,11.4835,17.2721,17.2721,60000
mlp.linear_fc2,35,2608,1.79688,1920,0.171779,1,60000
self_attention.linear_proj,36,78,0.542969,55,5.74359,5.74359,60000
self_attention.linear_qkv,36,29.746,0.365234,29.5748,15.0609,15.0609,60000
mlp.linear_fc1,36,37.1926,0.558594,14.5887,12.0454,12.0454,60000
mlp.linear_fc2,36,3712,2.14062,1328,0.12069,1,60000
self_attention.linear_proj,49,88.5,0.566406,57.5,5.06215,5.06215,60000
self_attention.linear_qkv,49,40.3631,0.332031,36.8241,11.0993,11.0993,60000
mlp.linear_fc1,49,36.0499,0.539062,13.7499,12.4272,12.4272,60000
mlp.linear_fc2,49,5280,0.898438,2944,0.0848485,1,60000
self_attention.linear_proj,50,89.5,0.910156,88,5.00559,5.00559,60000
self_attention.linear_qkv,50,41.578,0.427734,41.5672,10.7749,10.7749,60000
mlp.linear_fc1,50,35.6012,0.742188,15.9268,12.5839,12.5839,60000
mlp.linear_fc2,50,7360,0.898438,2192,0.0608696,1,60000
self_attention.linear_proj,51,87,0.361328,69.5,5.14943,5.14943,60000
self_attention.linear_qkv,51,36.1939,0.316406,33.1998,12.3778,12.3778,60000
mlp.linear_fc1,51,35.0534,0.455078,17.9926,12.7805,12.7805,60000
mlp.linear_fc2,51,7296,1.17188,2304,0.0614035,1,60000
self_attention.linear_proj,52,98.5,0.902344,58,4.54822,4.54822,60000
self_attention.linear_qkv,52,44.9282,0.369141,44.9177,9.97147,9.97147,60000
mlp.linear_fc1,52,34.5358,0.773438,20.8926,12.9721,12.9721,60000
mlp.linear_fc2,52,5760,1.10156,3440,0.0777778,1,60000
self_attention.linear_proj,5,40,3,12.875,11.2,11.2,60000
self_attention.linear_qkv,5,15.7451,0.761719,14.0645,28.4533,28.4533,60000
mlp.linear_fc1,5,22.8467,0.949219,12.9218,19.609,19.609,60000
mlp.linear_fc2,5,23424,4.1875,243,0.0191257,1,60000
self_attention.linear_proj,6,37,1.65625,11.5,12.1081,12.1081,60000
self_attention.linear_qkv,6,20.0709,0.482422,14.4996,22.3208,22.3208,60000
mlp.linear_fc1,6,12.5613,1.04688,9.10046,35.6652,35.6652,60000
mlp.linear_fc2,6,572,1.97656,144,0.783217,1,60000
self_attention.linear_proj,7,30.75,2.23438,11,14.5691,14.5691,60000
self_attention.linear_qkv,7,19.7002,0.498047,19.5014,22.7409,22.7409,60000
mlp.linear_fc1,7,11.5863,0.699219,8.5497,38.6665,38.6665,60000
mlp.linear_fc2,7,1520,2.54688,152,0.294737,1,60000
self_attention.linear_proj,8,24.875,1.51562,15.125,18.01,18.01,60000
self_attention.linear_qkv,8,15.9267,0.558594,13.3913,28.1288,28.1288,60000
