layer,shard,amax_act,amax_wgt,amax_act_last,scale_act,scale_fwd_med,iter
mlp.linear_fc1,8,10.5774,0.644531,7.91784,42.3546,42.3546,60000
mlp.linear_fc2,8,1568,2.67188,251,0.285714,1,60000
self_attention.linear_proj,21,52.75,1.54688,33.75,8.49289,8.49289,60000
self_attention.linear_qkv,21,49.5373,0.394531,49.4398,9.0437,9.0437,60000
mlp.linear_fc1,21,10.41,0.597656,6.76743,43.0355,43.0355,60000
mlp.linear_fc2,21,1072,1.99219,444,0.41791,1,60000
self_attention.linear_proj,22,78,1.26562,59.5,5.74359,5.74359,60000
self_attention.linear_qkv,22,53.6342,0.490234,53.2691,8.35288,8.35288,60000
mlp.linear_fc1,22,9.12653,0.494141,5.58559,49.0877,49.0877,60000
mlp.linear_fc2,22,844,1.36719,478,0.530806,1,60000
self_attention.linear_proj,23,78.5,1.47656,50.5,5.70701,5.70701,60000
self_attention.linear_qkv,23,50.8275,0.519531,50.7209,8.81413,8.81413,60000
mlp.linear_fc1,23,10.436,0.519531,5.88633,42.9282,42.9282,60000
mlp.linear_fc2,23,1296,2.15625,556,0.345679,1,60000
self_attention.linear_proj,24,70.5,0.59375,45.75,6.35461,6.35461,60000
self_attention.linear_qkv,24,48.8639,0.511719,48.7972,9.16831,9.16831,60000
mlp.linear_fc1,24,10.543,0.882812,5.96239,42.4928,42.4928,60000
mlp.linear_fc2,24,1104,1.21094,708,0.405797,1,60000
self_attention.linear_proj,37,50,0.777344,36.75,8.96,8.96,60000
self_attention.linear_qkv,37,22.5598,0.275391,22.5307,19.8583,19.8583,60000
mlp.linear_fc1,37,40.4856,0.535156,14.7905,11.0657,11.0657,60000
mlp.linear_fc2,37,2992,1.63281,1144,0.149733,1,60000
self_attention.linear_proj,38,71,0.753906,40.75,6.30986,6.30986,60000
self_attention.linear_qkv,38,33.7077,0.324219,33.686,13.2907,13.2907,60000
mlp.linear_fc1,38,37.9376,0.458984,14.7462,11.8089,11.8089,60000
mlp.linear_fc2,38,2528,2.34375,1512,0.177215,1,60000
self_attention.linear_proj,39,61.75,0.914062,46.25,7.25506,7.25506,60000
self_attention.linear_qkv,39,25.7805,0.3125,25.6242,17.3775,17.3775,60000
mlp.linear_fc1,39,36.1008,0.5625,11.7661,12.4097,12.4097,60000
mlp.linear_fc2,39,2496,1.15625,1352,0.179487,1,60000
self_attention.linear_proj,40,92,0.664062,45.75,4.86957,4.86957,60000
self_attention.linear_qkv,40,26.0716,0.320312,26.0535,17.1835,17.1835,60000
mlp.linear_fc1,40,35.4691,0.558594,9.31153,12.6307,12.6307,60000
mlp.linear_fc2,40,2176,1.49219,1288,0.205882,1,60000
self_attention.linear_proj,53,99.5,0.494141,68,4.50251,4.50251,60000
self_attention.linear_qkv,53,39.744,0.347656,37.6648,11.2721,11.2721,60000
mlp.linear_fc1,53,36.6856,0.6875,23.0402,12.2119,12.2119,60000
mlp.linear_fc2,53,9280,1.33594,6912,0.0482759,1,60000
self_attention.linear_proj,54,103,0.871094,100.5,4.34951,4.34951,60000
self_attention.linear_qkv,54,37.1137,0.294922,37.106,12.071,12.071,60000
mlp.linear_fc1,54,38.3154,0.835938,26.7325,11.6924,11.6924,60000
mlp.linear_fc2,54,7520,1.36719,5376,0.0595745,1,60000
self_attention.linear_proj,55,111.5,0.851562,78.5,4.01794,4.01794,60000
self_attention.linear_qkv,55,47.1564,0.326172,47.1464,9.50029,9.50029,60000
mlp.linear_fc1,55,41.3038,0.632812,27.8072,10.8465,10.8465,60000
mlp.linear_fc2,55,7296,1.10156,4448,0.0614035,1,60000
self_attention.linear_proj,56,102.5,0.980469,51.25,4.37073,4.37073,60000
self_attention.linear_qkv,56,45.753,0.492188,45.7439,9.79171,9.79171,60000
mlp.linear_fc1,56,44.0204,0.800781,29.2222,10.1771,10.1771,60000
mlp.linear_fc2,56,8096,1.25781,5472,0.055336,1,60000
self_attention.linear_proj,9,23.25,3.875,18.5,19.2688,19.2688,60000
self_attention.linear_qkv,9,16.1549,0.550781,13.3894,27.7315,27.7315,60000
mlp.linear_fc1,9,13.5691,0.792969,7.59618,33.0161,33.0161,60000
mlp.linear_fc2,9,2736,3.23438,1816,0.163743,1,60000
self_attention.linear_proj,10,27.25,1.82812,12.0625,16.4404,16.4404,60000
self_attention.linear_qkv,10,17.7189,0.443359,16.0099,25.2837,25.2837,60000
mlp.linear_fc1,10,10.5784,0.546875,7.09276,42.3504,42.3504,60000
mlp.linear_fc2,10,688,3.1875,460,0.651163,1,60000
self_attention.linear_proj,11,24.375,2.73438,12.5,18.3795,18.3795,60000
self_attention.linear_qkv,11,21.9229,0.494141,21.747,20.4353,20.4353,60000
mlp.linear_fc1,11,8.55884,0.636719,6.02456,52.3436,52.3436,60000
mlp.linear_fc2,11,390,2.67188,223,1.14872,1.14872,60000
self_attention.linear_proj,12,30.625,1.39844,12.6875,14.6286,14.6286,60000
self_attention.linear_qkv,12,19.78,0.519531,19.4189,22.6491,22.6491,60000
mlp.linear_fc1,12,8.05699,0.53125,5.80379,55.6039,55.6039,60000
mlp.linear_fc2,12,772,2.32812,308,0.580311,1,60000
self_attention.linear_proj,25,61.75,0.660156,48.75,7.25506,7.25506,60000
self_attention.linear_qkv,25,35.9399,0.417969,35.8873,12.4653,12.4653,60000
mlp.linear_fc1,25,11.445,0.447266,6.19269,39.1436,39.1436,60000
mlp.linear_fc2,25,1440,1.78906,596,0.311111,1,60000
self_attention.linear_proj,26,68.5,0.761719,54.75,6.54015,6.54015,60000
self_attention.linear_qkv,26,40.5399,0.445312,38.1938,11.0508,11.0508,60000
mlp.linear_fc1,26,12.1737,0.527344,6.16116,36.8008,36.8008,60000
mlp.linear_fc2,26,2208,1.70312,848,0.202899,1,60000
self_attention.linear_proj,27,107.5,0.507812,65.5,4.16744,4.16744,60000
self_attention.linear_qkv,27,42.7259,0.425781,40.9895,10.4854,10.4854,60000
mlp.linear_fc1,27,12.2895,0.582031,5.81232,36.4539,36.4539,60000
mlp.linear_fc2,27,2176,1.67969,836,0.205882,1,60000
self_attention.linear_proj,28,84,0.578125,62.75,5.33333,5.33333,60000
self_attention.linear_qkv,28,34.7516,0.546875,33.9807,12.8915,12.8915,60000
mlp.linear_fc1,28,13.5119,0.503906,5.97737,33.1558,33.1558,60000
mlp.linear_fc2,28,2016,1.92969,1168,0.222222,1,60000
self_attention.linear_proj,41,52.5,0.416016,41.75,8.53333,8.53333,60000
self_attention.linear_qkv,41,24.1243,0.283203,24.1098,18.5705,18.5705,60000
mlp.linear_fc1,41,36.7467,0.652344,9.57429,12.1916,12.1916,60000
mlp.linear_fc2,41,3712,0.832031,1424,0.12069,1,60000
self_attention.linear_proj,42,56,0.449219,46.5,8,8,60000
self_attention.linear_qkv,42,23.4275,0.251953,23.2791,19.1229,19.1229,60000
mlp.linear_fc1,42,36.5481,0.498047,9.15406,12.2578,12.2578,60000
mlp.linear_fc2,42,3360,2.01562,1544,0.133333,1,60000
self_attention.linear_proj,43,70.5,0.605469,49.5,6.35461,6.35461,60000
self_attention.linear_qkv,43,26.6411,0.245117,26.6302,16.8161,16.8161,60000
mlp.linear_fc1,43,35.6954,0.617188,9.71341,12.5506,12.5506,60000
mlp.linear_fc2,43,4016,1.78906,1496,0.111554,1,60000
self_attention.linear_proj,44,58.5,0.373047,46.5,7.65812,7.65812,60000
self_attention.linear_qkv,44,26.0856,0.265625,26.0765,17.1742,17.1742,60000
mlp.linear_fc1,44,35.5253,0.542969,9.2141,12.6107,12.6107,60000
mlp.linear_fc2,44,3328,1.92969,1416,0.134615,1,60000
self_attention.linear_proj,57,103,0.753906,84.5,4.34951,4.34951,60000
self_attention.linear_qkv,57,43.7951,0.318359,43.7863,10.2295,10.2295,60000
mlp.linear_fc1,57,47.0086,0.652344,32.171,9.53017,9.53017,60000
mlp.linear_fc2,57,39424,1.26562,4416,0.0113636,1,60000
self_attention.linear_proj,58,124,0.625,53.25,3.6129,3.6129,60000
self_attention.linear_qkv,58,45.1849,0.279297,45.1745,9.91483,9.91483,60000
mlp.linear_fc1,58,51.3548,0.753906,35.723,8.72363,8.72363,60000
mlp.linear_fc2,58,36352,1.92188,5856,0.0123239,1,60000
self_attention.linear_proj,59,89,0.527344,78,5.03371,5.03371,60000
self_attention.linear_qkv,59,43.2162,0.3125,42.9306,10.3665,10.3665,60000
mlp.linear_fc1,59,52.7111,0.648438,43.6429,8.49916,8.49916,60000
mlp.linear_fc2,59,18304,1.45312,5440,0.0244755,1,60000
self_attention.linear_proj,60,196,0.574219,62,2.28571,2.28571,60000
self_attention.linear_qkv,60,50.1255,0.371094,48.0533,8.93757,8.93757,60000
mlp.linear_fc1,60,55.1527,0.625,47.4931,8.1229,8.1229,60000
mlp.linear_fc2,60,7968,1.32031,3872,0.0562249,1,60000
self_attention.linear_proj,13,59.75,1.47656,12,7.49791,7.49791,60000
self_attention.linear_qkv,13,22.3526,0.490234,22.3071,20.0424,20.0424,60000
mlp.linear_fc1,13,7.43735,0.644531,5.49117,60.2365,60.2365,60000
mlp.linear_fc2,13,804,2.40625,195,0.557214,1,60000
self_attention.linear_proj,14,27.875,2.28125,18.5,16.0717,16.0717,60000
self_attention.linear_qkv,14,25.8152,0.558594,25.7614,17.3541,17.3541,60000
mlp.linear_fc1,14,6.78389,0.523438,5.71959,66.0388,66.0388,60000
mlp.linear_fc2,14,584,1.58594,314,0.767123,1,60000
self_attention.linear_proj,15,28.25,1.32812,20.375,15.8584,15.8584,60000
self_attention.linear_qkv,15,33.5161,0.474609,33.3322,13.3667,13.3667,60000
mlp.linear_fc1,15,6.82844,0.59375,5.61606,65.608,65.608,60000
mlp.linear_fc2,15,712,2.0625,448,0.629214,1,60000
self_attention.linear_proj,16,29.125,2.0625,17.375,15.382,15.382,60000
self_attention.linear_qkv,16,41.7082,0.492188,41.5198,10.7413,10.7413,60000
mlp.linear_fc1,16,6.4922,0.574219,5.036,69.0059,69.0059,60000
mlp.linear_fc2,16,944,1.78906,177,0.474576,1,60000
self_attention.linear_proj,29,88.5,0.648438,62.75,5.06215,5.06215,60000
self_attention.linear_qkv,29,33.9335,0.527344,33.5245,13.2023,13.2023,60000
mlp.linear_fc1,29,14.5549,0.5625,6.18802,30.78,30.78,60000
mlp.linear_fc2,29,2128,1.53125,1032,0.210526,1,60000
self_attention.linear_proj,30,99,0.644531,80.5,4.52525,4.52525,60000
self_attention.linear_qkv,30,43.4509,0.425781,43.1918,10.3105,10.3105,60000
mlp.linear_fc1,30,16.072,0.519531,7.01815,27.8746,27.8746,60000
mlp.linear_fc2,30,2048,1.79688,1208,0.21875,1,60000
self_attention.linear_proj,31,81.5,0.644531,59,5.49693,5.49693,60000
self_attention.linear_qkv,31,37.5796,0.472656,37.457,11.9214,11.9214,60000
mlp.linear_fc1,31,16.7485,0.423828,7.12696,26.7487,26.7487,60000
mlp.linear_fc2,31,2896,2.1875,1248,0.154696,1,60000
self_attention.linear_proj,32,96.5,0.542969,54.5,4.64249,4.64249,60000
self_attention.linear_qkv,32,40.1807,0.46875,40.085,11.1496,11.1496,60000
mlp.linear_fc1,32,17.9048,0.546875,7.42657,25.0213,25.0213,60000
mlp.linear_fc2,32,2480,1.64062,1320,0.180645,1,60000
self_attention.linear_proj,45,88,0.458984,61.25,5.09091,5.09091,60000
self_attention.linear_qkv,45,30.8315,0.287109,30.8209,14.5306,14.5306,60000
mlp.linear_fc1,45,36.7642,0.539062,9.82943,12.1858,12.1858,60000
mlp.linear_fc2,45,2672,1.17188,1688,0.167665,1,60000
self_attention.linear_proj,46,89.5,0.386719,75,5.00559,5.00559,60000
self_attention.linear_qkv,46,34.3882,0.314453,32.218,13.0277,13.0277,60000
mlp.linear_fc1,46,35.4187,0.609375,10.1251,12.6487,12.6487,60000
mlp.linear_fc2,46,3808,1.23438,1528,0.117647,1,60000
self_attention.linear_proj,47,97.5,0.597656,72.5,4.59487,4.59487,60000
self_attention.linear_qkv,47,37.3917,0.298828,37.3799,11.9813,11.9813,60000
mlp.linear_fc1,47,36.725,0.746094,10.566,12.1988,12.1988,60000
mlp.linear_fc2,47,3680,1.82031,1776,0.121739,1,60000
self_attention.linear_proj,48,116,0.464844,58.75,3.86207,3.86207,60000
self_attention.linear_qkv,48,40.0197,0.410156,37.939,11.1945,11.1945,60000
mlp.linear_fc1,48,35.8283,0.804688,11.4535,12.5041,12.5041,60000
mlp.linear_fc2,48,4256,0.914062,1640,0.105263,1,60000
self_attention.linear_proj,61,102,0.5,92,4.39216,4.39216,60000
self_attention.linear_qkv,61,58.1863,0.283203,55.7409,7.6994,7.6994,60000
mlp.linear_fc1,61,59.4466,0.535156,56.7155,7.53617,7.53617,60000
mlp.linear_fc2,61,29184,2.46875,14912,0.0153509,1,60000
self_attention.linear_proj,62,148,0.660156,74,3.02703,3.02703,60000
self_attention.linear_qkv,62,64.916,0.474609,62.0263,6.90123,6.90123,60000
mlp.linear_fc1,62,70.1001,0.480469,66.8102,6.39086,6.39086,60000
mlp.linear_fc2,62,61952,2.09375,46336,0.00723141,1,60000
self_attention.linear_proj,63,64.5,0.617188,16.125,6.94574,6.94574,60000
self_attention.linear_qkv,63,68.7004,0.235352,62.3325,6.52107,6.52107,60000
mlp.linear_fc1,63,77.9508,0.9375,75.068,5.74722,5.74722,60000
mlp.linear_fc2,63,1.44998e+06,1.64062,983040,0.000308969,1,60000
self_attention.linear_proj,0,4.15625,2.0625,0,107.789,107.789,64000
self_attention.linear_qkv,0,4.62006,0.359375,0,96.9684,96.9684,64000
mlp.linear_fc1,0,4.6262,0.816406,0,96.8398,96.8398,64000
mlp.linear_fc2,0,1088,2.42188,0,0.411765,1,64000
self_attention.linear_proj,1,10.4375,2.96875,0,42.9222,42.9222,64000
self_attention.linear_qkv,1,9.93422,0.546875,0,45.0966,45.0966,64000
mlp.linear_fc1,1,8.28395,1.01562,0,54.0805,54.0805,64000
mlp.linear_fc2,1,14656,3.79688,0,0.0305677,1,64000
self_attention.linear_proj,2,9.4375,3.14062,0,47.4702,47.4702,64000
self_attention.linear_qkv,2,9.03859,0.734375,0,49.5653,49.5653,64000
mlp.linear_fc1,2,17.3079,1.05469,0,25.8841,25.8841,64000
mlp.linear_fc2,2,536,2.5625,0,0.835821,1,64000
self_attention.linear_proj,3,12.6875,3.5,0,35.3103,35.3103,64000
self_attention.linear_qkv,3,12.3855,0.769531,0,36.1712,36.1712,64000
mlp.linear_fc1,3,14.9537,1.21875,0,29.9592,29.9592,64000
mlp.linear_fc2,3,532,1.75781,0,0.842105,1,64000
self_attention.linear_proj,4,15.75,3.6875,0,28.4444,28.4444,64000
self_attention.linear_qkv,4,12.1937,0.597656,0,36.7402,36.7402,64000
mlp.linear_fc1,4,15.3832,1.14062,0,29.1227,29.1227,64000
mlp.linear_fc2,4,776,2.42188,0,0.57732,1,64000
self_attention.linear_proj,17,39.5,2.0625,0,11.3418,11.3418,64000
self_attention.linear_qkv,17,49.0587,0.443359,0,9.13192,9.13192,64000
mlp.linear_fc1,17,6.91857,0.488281,0,64.7532,64.7532,64000
mlp.linear_fc2,17,712,2.15625,0,0.629214,1,64000
self_attention.linear_proj,18,50.75,2.07812,0,8.82759,8.82759,64000
self_attention.linear_qkv,18,44.3942,0.394531,0,10.0914,10.0914,64000
mlp.linear_fc1,18,7.98219,0.671875,0,56.1249,56.1249,64000
mlp.linear_fc2,18,940,1.50781,0,0.476596,1,64000
self_attention.linear_proj,19,39.25,1.09375,0,11.414,11.414,64000
self_attention.linear_qkv,19,46.866,0.554688,0,9.55917,9.55917,64000
mlp.linear_fc1,19,8.97133,0.765625,0,49.9369,49.9369,64000
mlp.linear_fc2,19,1688,1.75781,0,0.265403,1,64000
self_attention.linear_proj,20,53.75,1.46094,0,8.33488,8.33488,64000
self_attention.linear_qkv,20,44.9254,0.390625,0,9.9721,9.9721,64000
mlp.linear_fc1,20,10.2486,0.640625,0,43.7133,43.7133,64000
mlp.linear_fc2,20,756,1.77344,0,0.592593,1,64000
self_attention.linear_proj,33,99,0.59375,0,4.52525,4.52525,64000
self_attention.linear_qkv,33,35.5337,0.523438,0,12.6077,12.6077,64000
mlp.linear_fc1,33,18.4025,0.511719,0,24.3446,24.3446,64000
mlp.linear_fc2,33,2688,1.95312,0,0.166667,1,64000
self_attention.linear_proj,34,136,0.539062,0,3.29412,3.29412,64000
self_attention.linear_qkv,34,41.5001,0.416016,0,10.7952,10.7952,64000
mlp.linear_fc1,34,21.0157,0.402344,0,21.3174,21.3174,64000
mlp.linear_fc2,34,2352,1.29688,0,0.190476,1,64000
self_attention.linear_proj,35,120,0.773438,0,3.73333,3.73333,64000
self_attention.linear_qkv,35,42.7117,0.449219,0,10.4889,10.4889,64000
mlp.linear_fc1,35,25.0182,0.460938,0,17.907,17.907,64000
mlp.linear_fc2,35,2352,1.85938,0,0.190476,1,64000
self_attention.linear_proj,36,82,0.550781,0,5.46341,5.46341,64000
self_attention.linear_qkv,36,29.5976,0.398438,0,15.1364,15.1364,64000
mlp.linear_fc1,36,36.7839,0.578125,0,12.1792,12.1792,64000
mlp.linear_fc2,36,2480,2.23438,0,0.180645,1,64000
self_attention.linear_proj,49,94,0.621094,0,4.76596,4.76596,64000
self_attention.linear_qkv,49,36.5579,0.345703,0,12.2545,12.2545,64000
mlp.linear_fc1,49,30.974,0.546875,0,14.4637,14.4637,64000
mlp.linear_fc2,49,4768,0.921875,0,0.0939597,1,64000
self_attention.linear_proj,50,94,0.953125,0,4.76596,4.76596,64000
self_attention.linear_qkv,50,41.8609,0.453125,0,10.7021,10.7021,64000
mlp.linear_fc1,50,30.1796,0.765625,0,14.8445,14.8445,64000
mlp.linear_fc2,50,10496,0.949219,0,0.0426829,1,64000
self_attention.linear_proj,51,91,0.369141,0,4.92308,4.92308,64000
self_attention.linear_qkv,51,32.9322,0.333984,0,13.6037,13.6037,64000
mlp.linear_fc1,51,30.5924,0.472656,0,14.6441,14.6441,64000
mlp.linear_fc2,51,6560,1.22656,0,0.0682927,1,64000
self_attention.linear_proj,52,97,0.953125,0,4.61856,4.61856,64000
self_attention.linear_qkv,52,44.9331,0.380859,0,9.97038,9.97038,64000
mlp.linear_fc1,52,31.8498,0.808594,0,14.066,14.066,64000
mlp.linear_fc2,52,5888,1.16406,0,0.076087,1,64000
self_attention.linear_proj,5,28.125,3.10938,0,15.9289,15.9289,64000
self_attention.linear_qkv,5,14.4807,0.789062,0,30.9377,30.9377,64000
mlp.linear_fc1,5,24.1236,0.984375,0,18.571,18.571,64000
mlp.linear_fc2,5,4992,4.5,0,0.0897436,1,64000
self_attention.linear_proj,6,36.25,1.75781,0,12.3586,12.3586,64000
self_attention.linear_qkv,6,18.3027,0.503906,0,24.4772,24.4772,64000
mlp.linear_fc1,6,16.2037,1.07031,0,27.6479,27.6479,64000
mlp.linear_fc2,6,568,2.0625,0,0.788732,1,64000
self_attention.linear_proj,7,30.625,2.39062,0,14.6286,14.6286,64000
self_attention.linear_qkv,7,17.8645,0.523438,0,25.0776,25.0776,64000
mlp.linear_fc1,7,15.301,0.773438,0,29.2791,29.2791,64000
mlp.linear_fc2,7,620,2.64062,0,0.722581,1,64000
self_attention.linear_proj,8,26.5,1.66406,0,16.9057,16.9057,64000
self_attention.linear_qkv,8,15.8764,0.59375,0,28.218,28.218,64000
mlp.linear_fc1,8,14.0035,0.679688,0,31.992,31.992,64000
mlp.linear_fc2,8,768,2.71875,0,0.583333,1,64000
self_attention.linear_proj,21,50,1.60938,0,8.96,8.96,64000
self_attention.linear_qkv,21,49.3282,0.408203,0,9.08203,9.08203,64000
mlp.linear_fc1,21,10.4337,0.644531,0,42.9378,42.9378,64000
mlp.linear_fc2,21,1020,2.0625,0,0.439216,1,64000
self_attention.linear_proj,22,72.5,1.35938,0,6.17931,6.17931,64000
self_attention.linear_qkv,22,52.5816,0.503906,0,8.52009,8.52009,64000
mlp.linear_fc1,22,9.0391,0.523438,0,49.5625,49.5625,64000
mlp.linear_fc2,22,1056,1.40625,0,0.424242,1,64000
self_attention.linear_proj,23,72,1.54688,0,6.22222,6.22222,64000
self_attention.linear_qkv,23,50.8839,0.539062,0,8.80435,8.80435,64000
mlp.linear_fc1,23,10.5766,0.519531,0,42.3578,42.3578,64000
mlp.linear_fc2,23,1264,2.23438,0,0.35443,1,64000
self_attention.linear_proj,24,74,0.640625,0,6.05405,6.05405,64000
self_attention.linear_qkv,24,48.4031,0.523438,0,9.2556,9.2556,64000
mlp.linear_fc1,24,10.5751,0.960938,0,42.3638,42.3638,64000
mlp.linear_fc2,24,1112,1.21094,0,0.402878,1,64000
self_attention.linear_proj,37,51,0.851562,0,8.78431,8.78431,64000
self_attention.linear_qkv,37,22.125,0.294922,0,20.2486,20.2486,64000
mlp.linear_fc1,37,35.2358,0.558594,0,12.7143,12.7143,64000
mlp.linear_fc2,37,3280,1.73438,0,0.136585,1,64000
self_attention.linear_proj,38,75.5,0.777344,0,5.93377,5.93377,64000
self_attention.linear_qkv,38,33.1403,0.337891,0,13.5183,13.5183,64000
mlp.linear_fc1,38,32.9257,0.480469,0,13.6064,13.6064,64000
mlp.linear_fc2,38,2448,2.46875,0,0.183007,1,64000
self_attention.linear_proj,39,66,0.980469,0,6.78788,6.78788,64000
self_attention.linear_qkv,39,25.4963,0.318359,0,17.5712,17.5712,64000
mlp.linear_fc1,39,31.6924,0.558594,0,14.1359,14.1359,64000
mlp.linear_fc2,39,2272,1.19531,0,0.197183,1,64000
self_attention.linear_proj,40,90.5,0.675781,0,4.95028,4.95028,64000
self_attention.linear_qkv,40,26.0618,0.316406,0,17.1899,17.1899,64000
mlp.linear_fc1,40,31.4415,0.558594,0,14.2487,14.2487,64000
mlp.linear_fc2,40,2704,1.5625,0,0.16568,1,64000
self_attention.linear_proj,53,100.5,0.507812,0,4.45771,4.45771,64000
self_attention.linear_qkv,53,37.1181,0.339844,0,12.0696,12.0696,64000
mlp.linear_fc1,53,35.5339,0.726562,0,12.6077,12.6077,64000
mlp.linear_fc2,53,12288,1.42188,0,0.0364583,1,64000
self_attention.linear_proj,54,109.5,0.902344,0,4.09132,4.09132,64000
self_attention.linear_qkv,54,36.2808,0.304688,0,12.3481,12.3481,64000
mlp.linear_fc1,54,37.3516,0.902344,0,11.9941,11.9941,64000
mlp.linear_fc2,54,14208,1.41406,0,0.0315315,1,64000
self_attention.linear_proj,55,105.5,0.839844,0,4.24645,4.24645,64000
self_attention.linear_qkv,55,46.6059,0.326172,0,9.61253,9.61253,64000
mlp.linear_fc1,55,39.9568,0.613281,0,11.2121,11.2121,64000
mlp.linear_fc2,55,7392,1.125,0,0.0606061,1,64000
self_attention.linear_proj,56,97.5,0.988281,0,4.59487,4.59487,64000
self_attention.linear_qkv,56,45.4759,0.535156,0,9.85138,9.85138,64000
mlp.linear_fc1,56,43.3603,0.839844,0,10.332,10.332,64000
mlp.linear_fc2,56,6560,1.27344,0,0.0682927,1,64000
self_attention.linear_proj,9,22.5,4.03125,0,19.9111,19.9111,64000
self_attention.linear_qkv,9,15.7952,0.585938,0,28.3631,28.3631,64000
mlp.linear_fc1,9,13.2812,0.832031,0,33.732,33.732,64000
mlp.linear_fc2,9,2544,3.35938,0,0.176101,1,64000
self_attention.linear_proj,10,29.875,1.9375,0,14.9958,14.9958,64000
self_attention.linear_qkv,10,16.127,0.458984,0,27.7796,27.7796,64000
mlp.linear_fc1,10,10.3877,0.574219,0,43.128,43.128,64000
mlp.linear_fc2,10,660,3.35938,0,0.678788,1,64000
self_attention.linear_proj,11,22.25,2.84375,0,20.1348,20.1348,64000
self_attention.linear_qkv,11,20.724,0.498047,0,21.6175,21.6175,64000
mlp.linear_fc1,11,8.5575,0.664062,0,52.3517,52.3517,64000
mlp.linear_fc2,11,536,2.75,0,0.835821,1,64000
self_attention.linear_proj,12,32.25,1.55469,0,13.8915,13.8915,64000
self_attention.linear_qkv,12,18.3763,0.542969,0,24.3792,24.3792,64000
mlp.linear_fc1,12,8.24242,0.59375,0,54.353,54.353,64000
mlp.linear_fc2,12,772,2.40625,0,0.580311,1,64000
self_attention.linear_proj,25,61.75,0.695312,0,7.25506,7.25506,64000
self_attention.linear_qkv,25,37.66,0.458984,0,11.8959,11.8959,64000
mlp.linear_fc1,25,11.3117,0.464844,0,39.605,39.605,64000
mlp.linear_fc2,25,1376,1.82031,0,0.325581,1,64000
self_attention.linear_proj,26,67,0.824219,0,6.68657,6.68657,64000
self_attention.linear_qkv,26,42.6403,0.455078,0,10.5065,10.5065,64000
mlp.linear_fc1,26,12.1074,0.546875,0,37.0022,37.0022,64000
mlp.linear_fc2,26,1912,1.73438,0,0.23431,1,64000
